,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Colour,Range,Hazardous,Boiler Section,Boiler Range,Supplier Product Code,Type,WEEE Compliant,Feature 1,Attachment 2,Attachment 3,Flow Rate,Voltage (V),Warranty,Phase,Depth (mm),Rated Speed,Enclosure Class,Frequency,Pressure Rating,Standards,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Application,Fuel Type,Seasonal Space Heating Energy Efficiency %,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Attachment 4,Connection Type,Diameter,Pressure,Weight,Overheat Protection,Direct / Indirect,Insulation Type,Material,Capacity Litre,Feature 15,Attachment 5,Attachment 6,Output,IP Rating,Mounting Type,BTU h,Connection Size,Energy Efficiency Class,Attachment 7,Style,With Drain Off,Max Pressure,Flow Water Temperature,Pipe Connection Size,Radiator Connection Size,Sensor,Shape,With Lockshield,Smart,Switch Type,Battery Back Up,Number of Zones,Switching Capacity (amps),Programmable Duration,On / Off Periods per Day,Auto GMT / BST,Dimensions (L x W x D),Display Type,Number of Channels,Orientation,Min System Pressure Cold (Bar),Operating Temperature,Projection Depth,Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Fitting / Mounting Type,Handle Type,Number of Tap Holes,Pack Type,Anti Slip,Pre-Drilled Waste Hole,Pre-Drilled Overflow,Grips/Handles,Amps,Position,Pump Type,Watts,Positive / Neutral / Universal,Twin / Single,Size,Soft Close Seat,Hinge Fixing,Hole Centres,Hinge Material,Approvals,Operating Pressure,Maximum Operating Temperature,Max System Pressure Cold (Bar),Number of Outlets,Number of Spray Patterns,Water Heating Declared Load Profile,Water Heating Energy Efficiency Class,Sound Power Level (Indoors),Manual / Thermostatic,Shower Head Diameter,Engine Box Height (mm),Engine Box Width (mm),Engine Box Depth (mm),Hose Length,Water Entry,Water Heating Energy Efficiency,Cable Entry,Pack Size,Feature 16,Dimensions mm (H x W x D),Feature 17,Feature 18,Feature 19,Water Entry Points
70,P231526,Stuart Turner Showermate Twin shower pump S2.0 bar,Stuart Turner,145.0,"Boosting both hot and cold water supplies to a bathroom where pressure is an issue, the Stuart Turner Showermate S2.0 standard twin shower pump supplies reliable flow rates of up to 37LPM. A compact and quiet unit offering excellent levels of performance, Showermate is supplied with two 15mm anti-vibration flexible hoses with integral isolation valves on their inlets in addition to a pre-wired power cable.",Offers and promotions/Trade Deals/Trade Deals.csv -> Stuart Turner Showermate Twin shower pump S2.0 bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/34/NW-D52933_D52934_wm.jpg,,Black,Showermate,N,,,231526 PK,,N,Suitable for positive head applications,,,37 L/min,230,3 Year,Single,,,,,,,High-quality compact plastic pump,With 15mm flexible hoses with integral ISO valves on inlets,Quiet in operation,Intermittently rated,With anti-vibration feet,EPDM/PTFE/Al oxide seal,Pre-wired with 1.5M power cable,,,,WRAS approved,3 year warranty,,,,,,G3/4 Male,,2 Bar,,,,,Plastic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,40,,,,,,,,,,,,,,,1.8,Horizontal,Peripheral/Regenerative,420,Positive,Twin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PE14115,Nabis shower tray 760 x 760 mm,Nabis,95.01,"The Nabis 760 x 760mm shower tray is a slimline design suitable for modern bathrooms. Manufactured in a highly robust ABS-capped acrylic stone resin, this tray is double-skinned for reliable longevity and offers compatibility with a choice of 90mm wastes.",Offers and promotions/Trade Deals/Trade Deals.csv -> Nabis shower tray 760 x 760 mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/15/E14115_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/E14114_E14157_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PE14116,Nabis shower tray 800 x 800 mm,Nabis,99.0,"The Nabis 800 x 800m shower tray is a slimline design suitable for modern bathrooms. Manufactured in a highly robust ABS-capped acrylic stone resin, this tray is double-skinned for reliable longevity and offers compatibility with a choice of 90mm wastes.",Offers and promotions/Trade Deals/Trade Deals.csv -> Nabis shower tray 800 x 800 mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/16/E14116_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/E14114_E14157_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT03101,Nebo Big Larry 3 Flashlight,Nebo,19.0,"An improved version of the brand's previous models, the Nebo Big Larry 3 has an output of 600 lumens when using the COB work light and delivers 220 lumens from its top light. In addition, a red COB light is included for distress signalling and roadside emergencies. Battery-powered for convenience, Big Larry 3 is fitted with both a steel belt clip and a strongly magnetic base, giving users two possible options for hands-free operation.",Offers and promotions/Trade Deals/Trade Deals.csv -> Nebo Big Larry 3 Flashlight,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/01/T03101_wm.jpg,,,NEBO,N,,,NE1041,Flashlight / Worklight,N,Powered by 3x AA batteries,,,,,,,,,,,,,Batteries included,Dimming + power memory recall,Direct-to-red function,Manufactured in anodised aircraft-grade aluminum,Water and impact-resistant,Steel pocket clip with hanging hole,With powerful magnetic base,,,,IPX4 protection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT03108,Nebo Torchy 2K rechargeable torch,Nebo,32.5,"MagDock USB rechargeable, the Nebo Torchy 2K offers a convenient five individual light modes, scrolled through using Smart Power Control for ease of use. Water-resistant and highly robust, this powerful and useful pocket light is supplied with a handy detachable two-way clip for hands-free working in difficult spots.",Offers and promotions/Trade Deals/Trade Deals.csv -> Nebo Torchy 2K rechargeable torch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/08/T03108_wm.jpg,,,Torchy,N,,,NEB-FLT-1006-G,Flashlight,N,Rechargeable power,,,,,,,,,,,,,Manufactured in anodised aircraft-grade aluminium,Water and impact-resistant,Smart Power Control (SPC),Direct-to-low feature,Removable steel belt/pocket clip,With power memory recall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1303790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT03109,Nebo Mycro 500 Headtorch,Nebo,28.5,"Rechargeable for ease of repeated use, the Nebo Mycro 500+ headlamp and cap light makes hands-free working simple and convenient. Offering a 500 lumen output with both a spotlight and a floodlight function, this smart torch has an integrated tilt feature, allowing the user to position the beam as needed, making it ideal for up-close work in challenging locations.",Offers and promotions/Trade Deals/Trade Deals.csv -> Nebo Mycro 500 Headtorch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/09/T03109_wm.jpg,,,NEBO,N,,,NEB-HLP-1005-G,Headlamp,N,USB-C rechargeable,,,,,,,,,,,,,With Smart Power Control(SPC),Water and impact-resistant,With battery charging indicator,Detachable cap light clip with adjustable tilt,Direct-to-red feature,IPX4 protected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16870123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT86445,Rothenberger Wide Jaw Wrench 70459 Adjustable Wide Jaw Wrench 6'',Rothenberger,19.79,"Suitable for use in small, confined spaces, this Rothenberger 152.4mm adjustable wide jaw wrench is designed with a narrow profile and precision thumb turn adjustment.",Offers and promotions/Trade Deals/Trade Deals.csv -> Rothenberger Wide Jaw Wrench 70459 Adjustable Wide Jaw Wrench 6'',,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/47/NW-T86445_T86447_wm.jpg,,Black/Red/Silver,Wide Jaw Wrench,N,,,70459,Adjustable Wrench,N,Opens to 34mm,,,,,,,,,,,,,Narrow jaw profile,Precise thumbturn adjustment,Calibrated jaws for accurate sizing,Comfortable soft-grip handle,Jaw protectors protect polished surfaces,,,Ideal when working in confined spaces,,,,,,,,,,6 x 34mm,,,,,,,Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anti-Slip,,,,,,,,,,,,,12 (W) x 170 (H) mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT86446,Rothenberger Adjustable Wide Jaw Wrench 8'',Rothenberger,24.03,"Ideal for use in confined spots, this Rothenberger 210mm adjustable wide jaw wrench has a narrow profile and precision thumbturn adjustment. The wrench's jaw opens to 38mm.",Offers and promotions/Trade Deals/Trade Deals.csv -> Rothenberger Adjustable Wide Jaw Wrench 8'',,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/47/NW-T86445_T86447_wm.jpg,,,,N,,,70460R,Adjustable Wrench,N,Maximum jaw width 38mm,,,,,,,,,,,,,Narrow jaw profile,Precise thumbturn adjustment,Calibrated jaws for accurate sizing,Comfortable soft-grip handle,Jaw protectors won't damage polished surfaces,,,,,,,,,,,,,,,,,,,,Aluminium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anti-Slip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT86447,Rothenberger Wide Jaw Wrench 70461 Adjustable Wide Jaw Wrench 10'',Rothenberger,30.48,"Suitable for use in small, confined spaces, this Rothenberger 254mm adjustable wide jaw wrench is designed with a narrow profile and precision thumb turn adjustment.",Offers and promotions/Trade Deals/Trade Deals.csv -> Rothenberger Wide Jaw Wrench 70461 Adjustable Wide Jaw Wrench 10'',,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/47/NW-T86445_T86447_wm.jpg,,Black/Red/Silver,Wide Jaw Wrench,N,,,70461,Adjustable Wrench,N,Opens to 50mm,,,,,,,,,,,,,Narrow jaw profile,Precise thumbturn adjustment,Calibrated jaws for accurate sizing,Comfortable soft-grip handle,Jaw protectors protect polished surfaces,,,Ideal when working in confined spaces,,,,,,,,,,10 x 50mm,,,,,,,Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 (W) x 265 (H) mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PD30973,Constance Flexi-Fix thermoset toilet seat White,Constance,35.75,"The Croydex Constance Flexi-Fix D-shaped toilet seat is made of durable white thermoset with an antibacterial treatment for cleaner use. Incorporating innovative grip pad technology and patented V plate hinges, the Constance allows for maximum adjustment to fit the fixing holes of any standard toilet pan and can be installed from above or below for a perfect slip-free fit.",Offers and promotions/Trade Deals/Trade Deals.csv -> Constance Flexi-Fix thermoset toilet seat White,,Toilet seat;All fittings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/73/NW-D30973_wm.jpg,,White,Flexi-Fix,N,,,WL601722H,Flexi-Fix,N,Adjustable hinges fit all standard toilets,,,,,1 year,,,,,,,,Made from anti-bacterial treated thermoset plastic,Chrome plated hinges,Soft close hinges prevents the seat from slamming shut,All fittings included,,,,,,,,,,,,,,,,,,,,,Thermoset,,,,,,,,,,,,,,,,,,,D-Shape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Patented V plate hinges,110mm - 200,Zinc,,,,,,,,,,,,,,,,,,,,,,,,,
80,P597825,Center Potable Shock Arrestor 0.16L 1/2,Center,20.25,"Designed to eliminate the damaging effects and noise of water hammer, the Center CB 0.16L potable water shock arrester is suitable for hot, cold and potable water. Absorbing the wave of pressure before it develops into noisy water hammer, this shock arrester has two sections separated by a rubber diaphragm. One section contains a nitrogen gas cushion under pressure, the other is in contact with the water with the gas cushion absorbing incoming pressure as required.",Offers and promotions/Trade Deals/Trade Deals.csv -> Center Potable Shock Arrestor 0.16L 1/2,,Flexofit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/25/597825_wm.jpg,,,,N,,,24496,,N,Compact design,,,,,2 years from Date of Supply (DOS),,,,,,,,Absorbs water hammer to minimise nooise and damage,Suitable for potable water,"Suitable for hot, cold and cooling circuits",3 bar nitrogen pre-charge,Nitrogen filling for longer pre-charge retention,"With 1/2"" BSP male threaded connection",Rolled 304 stainless steel construction,Potable Water/DHW,,,EPDM rubber diaphragm,WRAS approved,2 year warranty from date of supply,,,,,G1/2 M,,,,,,,Stainless Steel,0.18 l,,,,,,,,,,,,,10 Bar,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,WRAS,N/A,90 Degrees,,,,,,,,,,,,,,,,,,,,,,
81,P107039,Ideal Heating I-Mini 228320 I-mini 2 C30 with horizontal flue and Fernox TF1 filter pack,Ideal Heating,688.0,TBC,Offers and promotions/Trade Deals/Trade Deals.csv -> Ideal Heating I-Mini 228320 I-mini 2 C30 with horizontal flue and Fernox TF1 filter pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/39/107039_wm.jpg,,,,N,,,107039 PK,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,P105617,Glow-worm Compact 24C-AS/1H-GB combi boiler with horizontal flue and filter 24kW,Glow-worm,574.0,TBC,Offers and promotions/Trade Deals/Trade Deals.csv -> Glow-worm Compact 24C-AS/1H-GB combi boiler with horizontal flue and filter 24kW,,"Gas-fired wall-hung boiler;Horizontal flue;Filter;Bag containing valves for gas, heating and domestic hot water;Drain spigot of the expansion relief valve;2x bag with small parts;Condensate discharge hose;Enclosed documentation",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/17/105617_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Glow_worm_Compact_24c_28c_O_Instrcts.pdf,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Glow_worm_TheEnergy_Compact_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Glow_worm_Compact_24c_28c_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT41934,Tradefix complete basin and pedestal 1th,Tradefix,52.51,"A sensible economy buy, the Tradefix 440mm complete basin and pedestal is a ready-to-install pairing designed for ease of specification. Wall-mounted, this sink is supplied with a single taphole for one mixer tap and a pedestal for a neat finish.",Offers and promotions/Trade Deals/Trade Deals.csv -> Tradefix complete basin and pedestal 1th,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/34/T41934_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/T41934_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,P600698,Center filter and chemical pack,Center,53.0,"Featuring a 500ml inhibitor and 500ml of cleaner, this Center CB filter and chemical pack makes the dosing of heating systems, easier, faster and cleaner.",Offers and promotions/Trade Deals/Trade Deals.csv -> Center filter and chemical pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/8_/pk/600698 PK_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Wolseley_Plumbing-Heating_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,P333078,Worcester 4000 25 kW boiler flue & comfort pack,Worcester,1138.0,"Making specification and fitting simple, this complete boiler pack is built around the Worcester Bosch 4000 25kW boiler and a compatible flue.",Offers and promotions/Trade Deals/Trade Deals.csv -> Worcester 4000 25 kW boiler flue & comfort pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/_b/333078_B_wm.jpg,,,,N,,,333078 PK,,N,All-in-one pack,,,,,,,,,,,,,For ease of specification,With flue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,P111983,Worcester 2000 30 kW boiler with free Center RF theromstat pack,Worcester,890.0,TBC,Offers and promotions/Trade Deals/Trade Deals.csv -> Worcester 2000 30 kW boiler with free Center RF theromstat pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/83/111983_wm.jpg,,,,N,,,111983 PK,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,P333079,Worcester 4000 30 kW boiler flue & comfort pack,Worcester,1304.0,"Making specification and fitting simple, this complete boiler pack is built around the Worcester Bosch 4000 30kW boiler and a compatible flue.",Offers and promotions/Trade Deals/Trade Deals.csv -> Worcester 4000 30 kW boiler flue & comfort pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/_b/333079_B_wm.jpg,,,,N,,,333079 PK,,N,All-in-one pack,,,,,,,,,,,,,For ease of specification,With flue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,P222066,Drayton MA1/679 mid position valve 22mm,Drayton,57.99,"Making servicing simple, this Drayton 22mm motorised valve incorporates a snap-on actuator, which can be removed from the body by simply pressing the release button on the side. This system allows easy access for replacement of the motor or complete actuator replacement.",Offers and promotions/Trade Deals/Trade Deals.csv -> Drayton MA1/679 mid position valve 22mm,,Motorised valve;Actuator,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/01/NW-302101_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_Motorised_Valve_Installation.pdf,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Drayton_Product_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_Motorised_Valve_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,P222065,Drayton ZA5/679 2 port motorised valve 22mm,Drayton,44.99,"Making servicing simple, this Drayton 22mm motorised zone valve incorporates a snap-on actuator, which can be removed from the body by simply pressing the release button on the side. This system allows easy access for replacement of the motor or complete actuator replacement.",Offers and promotions/Trade Deals/Trade Deals.csv -> Drayton ZA5/679 2 port motorised valve 22mm,,Motorised zone valve;Actuator,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/03/NW-302103_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_Motorised_Valve_Installation.pdf,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Drayton_Product_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_Motorised_Valve_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PD35254,Triton T80Z fast fit shower 8.5kw White/Chrome Plated,Triton,99.0,"Attractively designed for a modern, stylish look, the chrome and white 8.5kW Triton T80Z Fast-Fit manual shower is an ideal replacement for outdated shower units, offering multiple cable and water entry points located to the left and right side of the unit for straightforward refitting. Simple start/stop controls, a rub clean showerhead with a range of spray patterns and a sleek adjustable riser rail kit make the A-rated T80Z as popular with homeowners as it is with installers.",Offers and promotions/Trade Deals/Trade Deals.csv -> Triton T80Z fast fit shower 8.5kw White/Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/65/D00465_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Triton_Lewis_Riser_Rail_Assy_Install.pdf,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/t_/v4/T80Z Fast-Fit DuElec Technical Sheet v4.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Triton_T80Z_Fast-Fit_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Triton_T80Z_Fast-Fit_ErP.pdf,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Triton_T80Z_Fast-Fit_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
